ManifestOrdinal,StructuralInstanceID,PairedBaseID,DemandAssignmentID,BaseInstanceID,BaseInstanceFile,StructuralDraw,BatteryLevel,BatteryScale,DemandRegime,UncertaintyLevel,Theta,HouseholdProfiles,AssignmentSeed,DeterministicDataID,LegacyDefaultRepositoryInstanceSeed,ActualRepositoryGeneratorSeed,RepositoryInstanceID,RepositoryInstanceHorizon,RequiredPeriodSupportEnd,MaterializedDataEnd,BasePriceDigest,ExtendedPriceDigest,BasePVReferenceDigest,ExtendedPVReferenceDigest,BaseDemandActivityDigest,DemandActivityDigest,InstancePeriodLengthDelta,ResolvedSMin,ResolvedSMax,ResolvedSI,ResolvedFUnder,ResolvedFBar,Households,AvgDemand,DevDemand,PVScale
124,SI-Drahi_15-d2-HOM-UHI-BHI-7ef0d49b4e,PB-Drahi_15-d2-HOM-UHI-a38165a101,DA-Drahi_15-HOM-d2-390803017e,Drahi_15,codes/inst/inst2020/Drahi_15.csv,2,HIGH_BATTERY,2.0,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,night;night;night;night;night,560026041,DD-Drahi_15-d2-9b3d0b00dc,958542656,1710495269,5_56,24,44,44,ea56eb3c91a9bec2,ca373600c212ff06,00003eeac3255e00,2fd7abe0d3a3ff9d,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
125,SI-Drahi_15-d2-HET-ULO-BLO-4ccf44690f,PB-Drahi_15-d2-HET-ULO-06c382edca,DA-Drahi_15-HET-d2-c7fbf4a5a3,Drahi_15,codes/inst/inst2020/Drahi_15.csv,2,LOW_BATTERY,0.5,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,night;night;morning;midday;morning,1505354439,DD-Drahi_15-d2-9b3d0b00dc,1197413585,1710495269,5_56,24,44,44,ea56eb3c91a9bec2,ca373600c212ff06,00003eeac3255e00,2fd7abe0d3a3ff9d,24a89d2fc58ef620,5d588671ce222929,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
126,SI-Drahi_15-d2-HET-ULO-BHI-96909b21ce,PB-Drahi_15-d2-HET-ULO-06c382edca,DA-Drahi_15-HET-d2-c7fbf4a5a3,Drahi_15,codes/inst/inst2020/Drahi_15.csv,2,HIGH_BATTERY,2.0,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,night;night;morning;midday;morning,1505354439,DD-Drahi_15-d2-9b3d0b00dc,1197413585,1710495269,5_56,24,44,44,ea56eb3c91a9bec2,ca373600c212ff06,00003eeac3255e00,2fd7abe0d3a3ff9d,24a89d2fc58ef620,5d588671ce222929,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
127,SI-Drahi_15-d2-HET-UHI-BLO-28b8f04a44,PB-Drahi_15-d2-HET-UHI-1cacbe3052,DA-Drahi_15-HET-d2-c7fbf4a5a3,Drahi_15,codes/inst/inst2020/Drahi_15.csv,2,LOW_BATTERY,0.5,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,night;night;morning;midday;morning,1505354439,DD-Drahi_15-d2-9b3d0b00dc,958542656,1710495269,5_56,24,44,44,ea56eb3c91a9bec2,ca373600c212ff06,00003eeac3255e00,2fd7abe0d3a3ff9d,24a89d2fc58ef620,5d588671ce222929,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
128,SI-Drahi_15-d2-HET-UHI-BHI-f1d875a71d,PB-Drahi_15-d2-HET-UHI-1cacbe3052,DA-Drahi_15-HET-d2-c7fbf4a5a3,Drahi_15,codes/inst/inst2020/Drahi_15.csv,2,HIGH_BATTERY,2.0,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,night;night;morning;midday;morning,1505354439,DD-Drahi_15-d2-9b3d0b00dc,958542656,1710495269,5_56,24,44,44,ea56eb3c91a9bec2,ca373600c212ff06,00003eeac3255e00,2fd7abe0d3a3ff9d,24a89d2fc58ef620,5d588671ce222929,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
129,SI-Drahi_16-d1-HOM-ULO-BLO-5a6e9a8a74,PB-Drahi_16-d1-HOM-ULO-1705baaf8e,DA-Drahi_16-HOM-d1-5edb64f9c0,Drahi_16,codes/inst/inst2020/Drahi_16.csv,1,LOW_BATTERY,0.5,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,night;night;night;night;night,1506656734,DD-Drahi_16-d1-1c7b91c400,1968676574,1817477670,5_56,24,44,44,a733a6d3141d4b73,1f67cee3321a7731,ccfe8740c21222b5,168ce22412175ab9,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
130,SI-Drahi_16-d1-HOM-ULO-BHI-89197b0e5c,PB-Drahi_16-d1-HOM-ULO-1705baaf8e,DA-Drahi_16-HOM-d1-5edb64f9c0,Drahi_16,codes/inst/inst2020/Drahi_16.csv,1,HIGH_BATTERY,2.0,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,night;night;night;night;night,1506656734,DD-Drahi_16-d1-1c7b91c400,1968676574,1817477670,5_56,24,44,44,a733a6d3141d4b73,1f67cee3321a7731,ccfe8740c21222b5,168ce22412175ab9,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
131,SI-Drahi_16-d1-HOM-UHI-BLO-0de10ff4e4,PB-Drahi_16-d1-HOM-UHI-4361dbe82f,DA-Drahi_16-HOM-d1-5edb64f9c0,Drahi_16,codes/inst/inst2020/Drahi_16.csv,1,LOW_BATTERY,0.5,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,night;night;night;night;night,1506656734,DD-Drahi_16-d1-1c7b91c400,57511912,1817477670,5_56,24,44,44,a733a6d3141d4b73,1f67cee3321a7731,ccfe8740c21222b5,168ce22412175ab9,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
132,SI-Drahi_16-d1-HOM-UHI-BHI-4c41009a47,PB-Drahi_16-d1-HOM-UHI-4361dbe82f,DA-Drahi_16-HOM-d1-5edb64f9c0,Drahi_16,codes/inst/inst2020/Drahi_16.csv,1,HIGH_BATTERY,2.0,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,night;night;night;night;night,1506656734,DD-Drahi_16-d1-1c7b91c400,57511912,1817477670,5_56,24,44,44,a733a6d3141d4b73,1f67cee3321a7731,ccfe8740c21222b5,168ce22412175ab9,90580f4f2cef6d28,27ce700234c169a4,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
133,SI-Drahi_16-d1-HET-ULO-BLO-8a9c1f3929,PB-Drahi_16-d1-HET-ULO-1e72163c8d,DA-Drahi_16-HET-d1-6f3b461259,Drahi_16,codes/inst/inst2020/Drahi_16.csv,1,LOW_BATTERY,0.5,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,morning;night;midday;morning;night,50848874,DD-Drahi_16-d1-1c7b91c400,1968676574,1817477670,5_56,24,44,44,a733a6d3141d4b73,1f67cee3321a7731,ccfe8740c21222b5,168ce22412175ab9,5fa868750ed0b0d6,c136b44ee43ccc9b,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
134,SI-Drahi_16-d1-HET-ULO-BHI-5f948edab4,PB-Drahi_16-d1-HET-ULO-1e72163c8d,DA-Drahi_16-HET-d1-6f3b461259,Drahi_16,codes/inst/inst2020/Drahi_16.csv,1,HIGH_BATTERY,2.0,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,morning;night;midday;morning;night,50848874,DD-Drahi_16-d1-1c7b91c400,1968676574,1817477670,5_56,24,44,44,a733a6d3141d4b73,1f67cee3321a7731,ccfe8740c21222b5,168ce22412175ab9,5fa868750ed0b0d6,c136b44ee43ccc9b,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
135,SI-Drahi_16-d1-HET-UHI-BLO-6f6d3789a4,PB-Drahi_16-d1-HET-UHI-d83d2af018,DA-Drahi_16-HET-d1-6f3b461259,Drahi_16,codes/inst/inst2020/Drahi_16.csv,1,LOW_BATTERY,0.5,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,morning;night;midday;morning;night,50848874,DD-Drahi_16-d1-1c7b91c400,57511912,1817477670,5_56,24,44,44,a733a6d3141d4b73,1f67cee3321a7731,ccfe8740c21222b5,168ce22412175ab9,5fa868750ed0b0d6,c136b44ee43ccc9b,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
136,SI-Drahi_16-d1-HET-UHI-BHI-f58faef1a5,PB-Drahi_16-d1-HET-UHI-d83d2af018,DA-Drahi_16-HET-d1-6f3b461259,Drahi_16,codes/inst/inst2020/Drahi_16.csv,1,HIGH_BATTERY,2.0,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,morning;night;midday;morning;night,50848874,DD-Drahi_16-d1-1c7b91c400,57511912,1817477670,5_56,24,44,44,a733a6d3141d4b73,1f67cee3321a7731,ccfe8740c21222b5,168ce22412175ab9,5fa868750ed0b0d6,c136b44ee43ccc9b,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
137,SI-Drahi_16-d2-HOM-ULO-BLO-2666bc6cce,PB-Drahi_16-d2-HOM-ULO-44f5909412,DA-Drahi_16-HOM-d2-e15cb18a14,Drahi_16,codes/inst/inst2020/Drahi_16.csv,2,LOW_BATTERY,0.5,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,morning;morning;morning;morning;morning,1506657681,DD-Drahi_16-d2-2227bce057,1968676574,1141286274,5_56,24,44,44,fd4248958d973498,ce7a078db09fc773,ccfe8740c21222b5,168ce22412175ab9,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
138,SI-Drahi_16-d2-HOM-ULO-BHI-ef87cf24bb,PB-Drahi_16-d2-HOM-ULO-44f5909412,DA-Drahi_16-HOM-d2-e15cb18a14,Drahi_16,codes/inst/inst2020/Drahi_16.csv,2,HIGH_BATTERY,2.0,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,morning;morning;morning;morning;morning,1506657681,DD-Drahi_16-d2-2227bce057,1968676574,1141286274,5_56,24,44,44,fd4248958d973498,ce7a078db09fc773,ccfe8740c21222b5,168ce22412175ab9,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
139,SI-Drahi_16-d2-HOM-UHI-BLO-120f538703,PB-Drahi_16-d2-HOM-UHI-3b24f40d9a,DA-Drahi_16-HOM-d2-e15cb18a14,Drahi_16,codes/inst/inst2020/Drahi_16.csv,2,LOW_BATTERY,0.5,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;morning;morning;morning,1506657681,DD-Drahi_16-d2-2227bce057,57511912,1141286274,5_56,24,44,44,fd4248958d973498,ce7a078db09fc773,ccfe8740c21222b5,168ce22412175ab9,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
140,SI-Drahi_16-d2-HOM-UHI-BHI-af7db33f92,PB-Drahi_16-d2-HOM-UHI-3b24f40d9a,DA-Drahi_16-HOM-d2-e15cb18a14,Drahi_16,codes/inst/inst2020/Drahi_16.csv,2,HIGH_BATTERY,2.0,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;morning;morning;morning,1506657681,DD-Drahi_16-d2-2227bce057,57511912,1141286274,5_56,24,44,44,fd4248958d973498,ce7a078db09fc773,ccfe8740c21222b5,168ce22412175ab9,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
141,SI-Drahi_16-d2-HET-ULO-BLO-56e36510e7,PB-Drahi_16-d2-HET-ULO-be40689aa9,DA-Drahi_16-HET-d2-80dfd3a0a3,Drahi_16,codes/inst/inst2020/Drahi_16.csv,2,LOW_BATTERY,0.5,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,morning;night;midday;midday;morning,50846033,DD-Drahi_16-d2-2227bce057,1968676574,1141286274,5_56,24,44,44,fd4248958d973498,ce7a078db09fc773,ccfe8740c21222b5,168ce22412175ab9,6002a5d1a0c4cd4a,034700fa13aac1f6,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
142,SI-Drahi_16-d2-HET-ULO-BHI-60ab08b06e,PB-Drahi_16-d2-HET-ULO-be40689aa9,DA-Drahi_16-HET-d2-80dfd3a0a3,Drahi_16,codes/inst/inst2020/Drahi_16.csv,2,HIGH_BATTERY,2.0,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,morning;night;midday;midday;morning,50846033,DD-Drahi_16-d2-2227bce057,1968676574,1141286274,5_56,24,44,44,fd4248958d973498,ce7a078db09fc773,ccfe8740c21222b5,168ce22412175ab9,6002a5d1a0c4cd4a,034700fa13aac1f6,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
143,SI-Drahi_16-d2-HET-UHI-BLO-8b45b5478c,PB-Drahi_16-d2-HET-UHI-73ba6c8406,DA-Drahi_16-HET-d2-80dfd3a0a3,Drahi_16,codes/inst/inst2020/Drahi_16.csv,2,LOW_BATTERY,0.5,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,morning;night;midday;midday;morning,50846033,DD-Drahi_16-d2-2227bce057,57511912,1141286274,5_56,24,44,44,fd4248958d973498,ce7a078db09fc773,ccfe8740c21222b5,168ce22412175ab9,6002a5d1a0c4cd4a,034700fa13aac1f6,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
144,SI-Drahi_16-d2-HET-UHI-BHI-b5ad1d7920,PB-Drahi_16-d2-HET-UHI-73ba6c8406,DA-Drahi_16-HET-d2-80dfd3a0a3,Drahi_16,codes/inst/inst2020/Drahi_16.csv,2,HIGH_BATTERY,2.0,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,morning;night;midday;midday;morning,50846033,DD-Drahi_16-d2-2227bce057,57511912,1141286274,5_56,24,44,44,fd4248958d973498,ce7a078db09fc773,ccfe8740c21222b5,168ce22412175ab9,6002a5d1a0c4cd4a,034700fa13aac1f6,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
145,SI-Drahi_17-d1-HOM-ULO-BLO-74dcc56dbd,PB-Drahi_17-d1-HOM-ULO-6e6c2888ee,DA-Drahi_17-HOM-d1-be3d5d3c7d,Drahi_17,codes/inst/inst2020/Drahi_17.csv,1,LOW_BATTERY,0.5,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,morning;morning;morning;morning;morning,1280628475,DD-Drahi_17-d1-6378d883a7,433205178,476708311,5_56,24,44,44,0de9c9b71b6c93d0,7fe2e5464d3ae239,95a38761b78b9c26,c250544c69c5d8e3,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
146,SI-Drahi_17-d1-HOM-ULO-BHI-fd9ed5be4a,PB-Drahi_17-d1-HOM-ULO-6e6c2888ee,DA-Drahi_17-HOM-d1-be3d5d3c7d,Drahi_17,codes/inst/inst2020/Drahi_17.csv,1,HIGH_BATTERY,2.0,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,morning;morning;morning;morning;morning,1280628475,DD-Drahi_17-d1-6378d883a7,433205178,476708311,5_56,24,44,44,0de9c9b71b6c93d0,7fe2e5464d3ae239,95a38761b78b9c26,c250544c69c5d8e3,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
147,SI-Drahi_17-d1-HOM-UHI-BLO-bf2d3053ce,PB-Drahi_17-d1-HOM-UHI-62618e628e,DA-Drahi_17-HOM-d1-be3d5d3c7d,Drahi_17,codes/inst/inst2020/Drahi_17.csv,1,LOW_BATTERY,0.5,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;morning;morning;morning,1280628475,DD-Drahi_17-d1-6378d883a7,135223092,476708311,5_56,24,44,44,0de9c9b71b6c93d0,7fe2e5464d3ae239,95a38761b78b9c26,c250544c69c5d8e3,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
148,SI-Drahi_17-d1-HOM-UHI-BHI-3cae609052,PB-Drahi_17-d1-HOM-UHI-62618e628e,DA-Drahi_17-HOM-d1-be3d5d3c7d,Drahi_17,codes/inst/inst2020/Drahi_17.csv,1,HIGH_BATTERY,2.0,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;morning;morning;morning,1280628475,DD-Drahi_17-d1-6378d883a7,135223092,476708311,5_56,24,44,44,0de9c9b71b6c93d0,7fe2e5464d3ae239,95a38761b78b9c26,c250544c69c5d8e3,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
149,SI-Drahi_17-d1-HET-ULO-BLO-2877e0a7dd,PB-Drahi_17-d1-HET-ULO-8c673aa6e5,DA-Drahi_17-HET-d1-984d5411a2,Drahi_17,codes/inst/inst2020/Drahi_17.csv,1,LOW_BATTERY,0.5,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,morning;night;midday;morning;night,1404930204,DD-Drahi_17-d1-6378d883a7,433205178,476708311,5_56,24,44,44,0de9c9b71b6c93d0,7fe2e5464d3ae239,95a38761b78b9c26,c250544c69c5d8e3,5fa868750ed0b0d6,c136b44ee43ccc9b,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
150,SI-Drahi_17-d1-HET-ULO-BHI-61ba62b97f,PB-Drahi_17-d1-HET-ULO-8c673aa6e5,DA-Drahi_17-HET-d1-984d5411a2,Drahi_17,codes/inst/inst2020/Drahi_17.csv,1,HIGH_BATTERY,2.0,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,morning;night;midday;morning;night,1404930204,DD-Drahi_17-d1-6378d883a7,433205178,476708311,5_56,24,44,44,0de9c9b71b6c93d0,7fe2e5464d3ae239,95a38761b78b9c26,c250544c69c5d8e3,5fa868750ed0b0d6,c136b44ee43ccc9b,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
151,SI-Drahi_17-d1-HET-UHI-BLO-20b38ad404,PB-Drahi_17-d1-HET-UHI-936619cd4c,DA-Drahi_17-HET-d1-984d5411a2,Drahi_17,codes/inst/inst2020/Drahi_17.csv,1,LOW_BATTERY,0.5,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,morning;night;midday;morning;night,1404930204,DD-Drahi_17-d1-6378d883a7,135223092,476708311,5_56,24,44,44,0de9c9b71b6c93d0,7fe2e5464d3ae239,95a38761b78b9c26,c250544c69c5d8e3,5fa868750ed0b0d6,c136b44ee43ccc9b,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
152,SI-Drahi_17-d1-HET-UHI-BHI-76d33fd912,PB-Drahi_17-d1-HET-UHI-936619cd4c,DA-Drahi_17-HET-d1-984d5411a2,Drahi_17,codes/inst/inst2020/Drahi_17.csv,1,HIGH_BATTERY,2.0,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,morning;night;midday;morning;night,1404930204,DD-Drahi_17-d1-6378d883a7,135223092,476708311,5_56,24,44,44,0de9c9b71b6c93d0,7fe2e5464d3ae239,95a38761b78b9c26,c250544c69c5d8e3,5fa868750ed0b0d6,c136b44ee43ccc9b,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
153,SI-Drahi_17-d2-HOM-ULO-BLO-ba8af4151d,PB-Drahi_17-d2-HOM-ULO-c1648e4d0c,DA-Drahi_17-HOM-d2-8cf281ee60,Drahi_17,codes/inst/inst2020/Drahi_17.csv,2,LOW_BATTERY,0.5,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,morning;morning;morning;morning;morning,1280631316,DD-Drahi_17-d2-4c67745e28,433205178,938343815,5_56,24,44,44,432153ab89285738,c9a2555868619dde,95a38761b78b9c26,c250544c69c5d8e3,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
154,SI-Drahi_17-d2-HOM-ULO-BHI-6f3a35df4c,PB-Drahi_17-d2-HOM-ULO-c1648e4d0c,DA-Drahi_17-HOM-d2-8cf281ee60,Drahi_17,codes/inst/inst2020/Drahi_17.csv,2,HIGH_BATTERY,2.0,HOMOGENEOUS,LOW_UNCERTAINTY,0.1,morning;morning;morning;morning;morning,1280631316,DD-Drahi_17-d2-4c67745e28,433205178,938343815,5_56,24,44,44,432153ab89285738,c9a2555868619dde,95a38761b78b9c26,c250544c69c5d8e3,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
155,SI-Drahi_17-d2-HOM-UHI-BLO-e181d0fa1c,PB-Drahi_17-d2-HOM-UHI-ab9213e738,DA-Drahi_17-HOM-d2-8cf281ee60,Drahi_17,codes/inst/inst2020/Drahi_17.csv,2,LOW_BATTERY,0.5,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;morning;morning;morning,1280631316,DD-Drahi_17-d2-4c67745e28,135223092,938343815,5_56,24,44,44,432153ab89285738,c9a2555868619dde,95a38761b78b9c26,c250544c69c5d8e3,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
156,SI-Drahi_17-d2-HOM-UHI-BHI-9b6106ce56,PB-Drahi_17-d2-HOM-UHI-ab9213e738,DA-Drahi_17-HOM-d2-8cf281ee60,Drahi_17,codes/inst/inst2020/Drahi_17.csv,2,HIGH_BATTERY,2.0,HOMOGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;morning;morning;morning,1280631316,DD-Drahi_17-d2-4c67745e28,135223092,938343815,5_56,24,44,44,432153ab89285738,c9a2555868619dde,95a38761b78b9c26,c250544c69c5d8e3,4229a60dfd24cd45,6d085a00c3c9ff14,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
157,SI-Drahi_17-d2-HET-ULO-BLO-50ebcf4741,PB-Drahi_17-d2-HET-ULO-7cea1cddbf,DA-Drahi_17-HET-d2-3971b04310,Drahi_17,codes/inst/inst2020/Drahi_17.csv,2,LOW_BATTERY,0.5,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,morning;morning;night;midday;midday,1404929257,DD-Drahi_17-d2-4c67745e28,433205178,938343815,5_56,24,44,44,432153ab89285738,c9a2555868619dde,95a38761b78b9c26,c250544c69c5d8e3,57eaaf43dd2aedb2,be6c8eb89214309a,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
158,SI-Drahi_17-d2-HET-ULO-BHI-d975d34935,PB-Drahi_17-d2-HET-ULO-7cea1cddbf,DA-Drahi_17-HET-d2-3971b04310,Drahi_17,codes/inst/inst2020/Drahi_17.csv,2,HIGH_BATTERY,2.0,HETEROGENEOUS,LOW_UNCERTAINTY,0.1,morning;morning;night;midday;midday,1404929257,DD-Drahi_17-d2-4c67745e28,433205178,938343815,5_56,24,44,44,432153ab89285738,c9a2555868619dde,95a38761b78b9c26,c250544c69c5d8e3,57eaaf43dd2aedb2,be6c8eb89214309a,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
159,SI-Drahi_17-d2-HET-UHI-BLO-206a971bb1,PB-Drahi_17-d2-HET-UHI-aaf1a923a0,DA-Drahi_17-HET-d2-3971b04310,Drahi_17,codes/inst/inst2020/Drahi_17.csv,2,LOW_BATTERY,0.5,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;night;midday;midday,1404929257,DD-Drahi_17-d2-4c67745e28,135223092,938343815,5_56,24,44,44,432153ab89285738,c9a2555868619dde,95a38761b78b9c26,c250544c69c5d8e3,57eaaf43dd2aedb2,be6c8eb89214309a,1.0,0.2,31.5,0.2,8.0,8.0,5,100.0,10.0,1.0
160,SI-Drahi_17-d2-HET-UHI-BHI-9bb9a5d86c,PB-Drahi_17-d2-HET-UHI-aaf1a923a0,DA-Drahi_17-HET-d2-3971b04310,Drahi_17,codes/inst/inst2020/Drahi_17.csv,2,HIGH_BATTERY,2.0,HETEROGENEOUS,HIGH_UNCERTAINTY,0.4,morning;morning;night;midday;midday,1404929257,DD-Drahi_17-d2-4c67745e28,135223092,938343815,5_56,24,44,44,432153ab89285738,c9a2555868619dde,95a38761b78b9c26,c250544c69c5d8e3,57eaaf43dd2aedb2,be6c8eb89214309a,1.0,0.2,126.0,0.2,32.0,32.0,5,100.0,10.0,1.0
